"publish_date","headline_text","year","month","day"
20070524,"alp announces farrer candidate",2007,5,24
20071104,"un envoy returns to burma",2007,11,4
20100227,"industry slams gst carve up",2010,2,27
20140204,"lustica completes brisbane roar switch",2014,2,4
20120718,"henderson tax call to attract workers",2012,7,18
20060824,"hospitalist positions will improve doctor care nsw",2006,8,24
20180709,"homebush fire",2018,7,9
20060722,"woods and els on open collision course",2006,7,22
20100204,"new suburb will have enough transport government",2010,2,4
20030304,"timor sea treaty not ready for parliament",2003,3,4
20130514,"crash causes m4 traffic chaos",2013,5,14
20210115,"indonesias sulawesi island hit by earthquake",2021,1,15
20170324,"worse than watergate john dean predicts trump",2017,3,24
20190717,"clive palmer queensland nickel trial hears funds misused",2019,7,17
20130814,"israeli palestinian peace talks off to shaky start",2013,8,14
20160222,"beekeeping no longer viable in nt because of bushfires",2016,2,22
20110302,"murray peak to reach blanchetown",2011,3,2
20140404,"interview tony woodcock",2014,4,4
20030405,"bombers too strong for demons",2003,4,5
20130522,"neighbours call for redevelopment downsize",2013,5,22
20100225,"north coast finger limes",2010,2,25
20100216,"councils seek broadband rollout priority",2010,2,16
20091001,"jankovic powers into tokyo semis",2009,10,1
20171018,"former crown staff accuse the casino of tampering",2017,10,18
20081006,"menzies signs off in style",2008,10,6
20030526,"spp rejects greenpeace shale oil claims",2003,5,26
20150411,"highlanders end south island derby woes with win over crusaders",2015,4,11
20050518,"mining energy projects to boost exports",2005,5,18
20210129,"ato probes jobkeeper cash for prisoners; dead and other fraud",2021,1,29
20140610,"ross garnaut mining agriculture",2014,6,10
20151215,"landmark closes its livestock selling centre in toowoomba",2015,12,15
20150929,"edward john herbert attempted murder doubleview charge",2015,9,29
20150114,"sheriff shortages leading to back of trials at hunter courts",2015,1,14
20090330,"einfeld accepts disbarring",2009,3,30
20131122,"ian bell out for 5 caught by steve smith off lyon",2013,11,22
20170830,"decreasing winter chill to impact apple pear growers",2017,8,30
20140627,"belgium south korea world cup",2014,6,27
20041205,"21 die as insurgents target iraqis",2004,12,5
20120622,"clijsters into semis after downing schiavone",2012,6,22
20040120,"army base chief happy with training course",2004,1,20
20050801,"a new rfds plane flies into townsville",2005,8,1
20200511,"united kingdom divided on a coronavirus slogan",2020,5,11
20050507,"daniher not satisfied with demons win",2005,5,7
20150812,"fishing industry reeling from mental health crisis",2015,8,12
20051108,"labor renews push for awb royal commission",2005,11,8
20190121,"mexicos fuel policies scrutinised after deadly pipeline blast",2019,1,21
20090721,"walgett water sale goes ahead",2009,7,21
20150930,"what the asx means for investors",2015,9,30
20061127,"england stick by under fire harmison",2006,11,27
20180517,"gay lesbian conversion therapy police survey",2018,5,17
20120117,"interview jay mccarthy",2012,1,17
20050411,"train car collide in central qld",2005,4,11
20091209,"new night bus service hypocritical greens",2009,12,9
20130612,"wave energy firms port macdonnell project on track",2013,6,12
20110504,"new darwin prison to go ahead",2011,5,4
20050915,"mcgrath shrugs off letters leak",2005,9,15
20070925,"oyster shortage may be drought related",2007,9,25
20090919,"police bust hoon at nearly 200 kph",2009,9,19
20160316,"new encounters conference at national museum of australia",2016,3,16
20030417,"atsic faces funding shake up",2003,4,17
20041220,"ryder cup stars set for nz open",2004,12,20
20200818,"ilkurlka roadhouse reopens after five month pandemic closure",2020,8,18
20091127,"mirabella quits shadow ministry over ets",2009,11,27
20050416,"forestry battle continues at recherche bay",2005,4,16
20061212,"female geckos migrate to nt",2006,12,12
20170322,"western sydney waste to energy incinerator opposition asthma",2017,3,22
20170721,"victorias proposed voluntary euthanasia laws set to test mps",2017,7,21
20090803,"dad murder accused teen planned to kill classmates",2009,8,3
20060326,"arab states assure hamas of aid",2006,3,26
20130524,"trims says potential buyers in wings",2013,5,24
20111124,"gagged workers worry union",2011,11,24
20131223,"road train overturns on highway near cue",2013,12,23
20130920,"aged care residents twice as likely to be hospitalised for falls",2013,9,20
20110214,"egypt police march to support revolution",2011,2,14
20070514,"bullying victim awarded lifetime damages",2007,5,14
20131112,"northampton properties face further lead",2013,11,12
20041108,"warne should be right for brisbane ponting",2004,11,8
20030912,"downer urges israel to reconsider arafat removal",2003,9,12
20150701,"usda report stimutates market",2015,7,1
20111121,"new act minister",2011,11,21
20071009,"cairns butcher snags top qld sausage title",2007,10,9
20100531,"eels escape fine over hindmarsh withdrawal",2010,5,31
20130530,"grandstand thursday 30 may",2013,5,30
20081216,"paul kilvert from sace says all sa yr 12 students",2008,12,16
20141202,"officer counselled over handling of racial attack",2014,12,2
20070211,"ambulance service to commence trainee program",2007,2,11
20180331,"james and alicia show off their tiny mansion",2018,3,31
20071018,"court decision pending over fardon supervision",2007,10,18
20180101,"boy draws winning ticket for first coin of 2018",2018,1,1
20211027,"daniel andrews rules out vaccine exemptions for",2021,10,27
20121204,"naive decision to close bio lab wont change says",2012,12,4
20111128,"coronial inquiry into burnie mum's disappearance",2011,11,28
20140903,"australians worse off under mining tax deal super industry",2014,9,3
20101223,"visitors delay booking coffs coast holidays",2010,12,23
20100817,"family plea to find attackers",2010,8,17
20210118,"mitchell starc australia vs india gabba test cricket",2021,1,18
20070423,"war of words erupts over regional crime",2007,4,23
20150402,"port macquarie mp leslie williams promoted to cabinet",2015,4,2
20050224,"steady as she goes for bushrangers",2005,2,24
20040224,"iron ore agreement set to boost geraldton jobs",2004,2,24
20110917,"'mass casualties' as plane crashes at us air show",2011,9,17
20171124,"would cyberattacks be likely in a us north korea",2017,11,24
20061121,"peter jackson dropped from hobbit film report",2006,11,21
20210113,"sydney festival receives $5 million donation peter freedman",2021,1,13
20050611,"campbell urges wa to use nuclear power",2005,6,11
20191010,"boris johnson father joins climate protesters in london",2019,10,10
20121026,"macquarie boosts profit despite falling revenue",2012,10,26
20101116,"socceroos lose kewell kennedy for egypt",2010,11,16
20191011,"perth mint offers gold trading through blockchain",2019,10,11
20040709,"police search for armed robber",2004,7,9
20070521,"brisbane council seals deal for caltex refinery to",2007,5,21
20130225,"job fears as printing business closes",2013,2,25
20040429,"qantas management to hear mackay concerns",2004,4,29
20081213,"telstra workers set to start industrial action",2008,12,13
20180128,"vietnam veterans find friendship reconciliation vung tau",2018,1,28
20151027,"walking dead fan kills alleged zombie friend",2015,10,27
20080915,"oppn pension push quashed",2008,9,15
20040424,"alp backs national health body plan",2004,4,24
20120719,"nt election preview betting odds",2012,7,19
20090209,"council rejects phone tower plan",2009,2,9
20191015,"telstra chair savages nbn as unfair and a waste of resources",2019,10,15
20130730,"morsi protesters refuse to go away",2013,7,30
20120927,"cane crush looking good",2012,9,27
20161229,"australia pakistan second test day four",2016,12,29
20040701,"call for special classes for autistic children",2004,7,1
20110627,"attack makes life easy for eagles",2011,6,27
20100806,"valentino comes to brisbane",2010,8,6
20080619,"wheat planting record raises 50000 for hospital",2008,6,19
20030804,"howard denies misleading parliament on ethanol",2003,8,4
20160625,"spain again dances with the left ahead of its national elections",2016,6,25
20041129,"boks dominate irb awards",2004,11,29
20100723,"essex recruits spinner mcgain",2010,7,23
20160121,"city of perth explain gary stevenson sacking colin barnett says",2016,1,21
20170607,"is virtual reality key to helping people with fear of flying",2017,6,7
20030906,"body found in us may be missing japanese tourist",2003,9,6
20120125,"health audits to cut patient travel",2012,1,25
20080723,"accc wants more westpac st george takeover info",2008,7,23
20080718,"new schumacher to join webber at red bull",2008,7,18
20150818,"nt police commsnr at odds with coroner over paperless arrests",2015,8,18
20130517,"function centre offers helping hand",2013,5,17
20120831,"authorities change fire safety message",2012,8,31
20050808,"training express pulls into southern qld",2005,8,8
20091106,"golden girl mcclanahan has heart surgery",2009,11,6
20051119,"new candidate prompts jackson retirement",2005,11,19
20120321,"crackdown on abalone poachers",2012,3,21
20131108,"laurie oakes appears on the drum",2013,11,8
20040306,"citylink to offer 900 drivers refunds",2004,3,6
20130130,"logan mayor pleads for assistance from energex",2013,1,30
20081216,"protests continue over govts 5pc target",2008,12,16
20121219,"sunrice to keep export monopoly",2012,12,19
20040305,"mcewen takes on agricultural portfolio",2004,3,5
20160912,"olympic medallist jessica fox posts world cup win to end canoe",2016,9,12
20151117,"bushfire warning for esperance shire on west australian coast",2015,11,17
20111219,"alleged bashing leaves act man in hospital",2011,12,19
20080825,"silicon producer urges solar support",2008,8,25
20100123,"interview rafael nadal",2010,1,23
20070725,"was mining ban untenable labor senator",2007,7,25
20031216,"fire service tells residents to remain vigilant",2003,12,16
20031128,"us holiday cools world financial markets",2003,11,28
20031106,"council offers initial support for office",2003,11,6
20080325,"tamworth struggling to get medical staff",2008,3,25
20081211,"buildev gets mayfield redevelopment nod",2008,12,11
20200828,"overseas markets ban victorian poultry bird flu",2020,8,28
20150629,"wool charity auction rfds",2015,6,29
20050725,"fishing industry hopes for filleting regulation",2005,7,25
20150323,"ama withdraws final board member from healthways",2015,3,23
20100603,"daylight saving survey a waste of time",2010,6,3
20090426,"cats defy weather to smash lions",2009,4,26
20070618,"teachers dont want corporal punishment in schools",2007,6,18
20150506,"light rail",2015,5,6
20180416,"tongan leitis hope for greater visibility with new documentary",2018,4,16
20130505,"large explosions shake syrian capital damascus",2013,5,5
20050425,"iraq suicide bombings kill 23",2005,4,25
20050317,"rescue chopper rules set to change",2005,3,17
20150828,"alleged armed man holed up in house at woodridge near brisbane",2015,8,28
20090216,"facebook vigilantes call for accused arsonists",2009,2,16
20171128,"the ashes ben stokes flying to new zealand",2017,11,28
20080331,"protesters rally against tibet crackdown",2008,3,31
20150418,"south african anti immigrant violence spreads",2015,4,18
20091208,"adelaide test heading for anti climax",2009,12,8
20120802,"exports up for newcastle port",2012,8,2
20170624,"david petraeus says australia must be firm on south china sea",2017,6,24
